shortName;sector;industry;ticker;last_price;range_52_weeks;averageVolume10days;dividendYield;est_avg_dividend_yield_3y;exDividendDate;profitMargins;trailingPE;forwardPE;trailingEps;forwardEps;beta;marketCap;mostRecentQuarter;currency
2020 BULKERS;Industrials;Marine Shipping;2020.ol;99.19999694824219;92.44 - 150.56;254606;0.21190001;0.017002688695108414;1660867200;0.60982;3.4794807;3.5825205;28.51;27.69;0.939274;2204313088;1656547200;NOK
2CRSI;Technology;Computer Hardware;2crsi.pa;3.055000066757202;2.61 - 5.20;9414;N/A;0.0;N/A;-0.00579;N/A;15.275001;-0.195;0.2;1.559983;43457376;1646006400;EUR
AALBERTS N.V.;Industrials;Specialty Industrial Machinery;aalb.as;37.59000015258789;34.86 - 58.90;123618;0.0273;0.0251840027354055;1653264000;0.12137;11.121302;13.00692;3.38;2.89;1.652317;4156702208;1656547200;EUR
AB INBEV;Consumer Defensive;Beverages—Brewers;abi.br;52.25;45.80 - 58.58;1110727;0.0097;0.03062200956937799;1651708800;0.0691;27.5;15.188953;1.9;3.44;1.184484;105505284096;1656547200;EUR
AB SCIENCE;Healthcare;Drug Manufacturers—Specialty & Generic;ab.pa;7.380000114440918;7.19 - 14.65;43185;N/A;0.0;N/A;0.0;N/A;-8.785715;-0.304;-0.84;0.948912;345836384;1640908800;EUR
ABC ARBITRAGE;Financial Services;Asset Management;abca.pa;7.019999980926514;6.58 - 7.57;13602;0.056999996;0.057454890944330254;1656979200;0.43577;15.260869;10.173913;0.46;0.69;0.215231;416290912;1640908800;EUR
ABEO;Consumer Cyclical;Leisure;abeo.pa;18.5;11.96 - 21.50;558;0.021300001;0.007207207207207207;1658448000;0.03506;19.270834;11.077845;0.96;1.67;1.236991;139080960;1648684800;EUR
ABG SUNDAL COLLIER HOLDING;Financial Services;Capital Markets;abg.ol;6.050000190734863;5.57 - 8.49;499821;0.16450001;0.13168043661993664;1651017600;0.22096;7.8571434;N/A;0.77;N/A;1.117786;2924110336;1656547200;NOK
ABIONYX PHARMA;Healthcare;Biotechnology;abnx.pa;1.934000015258789;0.90 - 3.57;116418;N/A;0.0;N/A;0.0;N/A;-7.162963;-0.148;-0.27;0.291863;53526932;1640908800;EUR
ABIVAX;Healthcare;Biotechnology;abvx.pa;8.600000381469727;7.21 - 36.70;50861;N/A;0.0;N/A;0.0;N/A;-5.8503404;-2.47;-1.47;1.508041;144252960;1640908800;EUR
ABL Diagnostics;Industrials;Railroads;abld.pa;14.45199966430664;1.99 - 16.08;0;N/A;0.05333748624677368;1601510400;14326.0;111.169235;N/A;0.13;N/A;-0.103122;28997648;1640908800;EUR
ABL GROUP ASA;Energy;Oil & Gas Equipment & Services;abl.ol;13.0;8.31 - 14.52;22272;0.0431;0.030769230769230774;1654128000;0.03295;48.148148;N/A;0.27;N/A;1.706244;1259993856;1648684800;NOK
ABN AMRO BANK N.V.;Financial Services;Banks—Diversified;abn.as;9.675999641418457;9.11 - 15.37;2859790;0.1633;0.046851317707043316;1660694400;0.21542999;5.7266273;7.331818;1.69;1.32;1.238883;8686218240;1656547200;EUR
ABO GROUP ENVIRONMENT;Industrials;Waste Management;abo.br;5.099999904632568;4.76 - 6.40;313;N/A;0.0;N/A;0.03176;25.247524;N/A;0.202;N/A;0.472448;53900368;1640908800;EUR
ACANTHE DEV.;Real Estate;REIT—Office;acan.pa;0.4189999997615814;0.39 - 0.55;8449;N/A;0.007239459033554547;1569456000;2.0912101;83.8;N/A;0.005;N/A;0.481073;61645372;1640908800;EUR
ACCENTIS;Financial;Property Management;accb.br;0.03579999879002571;0.03 - 0.08;254856;0.9944;0.0;1655942400;0.813;7.16;N/A;0.005;N/A;0.446094;45210032;1640908800;EUR
ACCOR;Consumer Cyclical;Lodging;ac.pa;24.760000228881836;23.34 - 34.58;538822;N/A;0.0;1557446400;0.0161;N/A;91.7037;-7.711;0.27;1.307618;6483554816;1656547200;EUR
ACCOR ACQUISITION COMPANY SHARE;Financial Services;Shell Companies;aac.pa;9.600000381469727;9.55 - 9.90;5731;N/A;0.0;N/A;0.0;N/A;N/A;N/A;N/A;N/A;N/A;N/A;EUR
ACCSYS TECHNOLOGIES PLC;Basic Materials;Lumber & Wood Production;axs.as;1.128000020980835;1.12 - 2.28;74732;N/A;0.0;1216771200;0.0057800002;38.896553;N/A;0.029;0.0;1.04907;217002384;1648684800;EUR
ACKERMANS V.HAAREN;Industrials;Engineering & Construction;ackb.br;143.0;136.50 - 179.20;21797;0.019199999;0.010885780885780886;1653868800;0.09466;20.634922;14.473684;6.93;9.88;0.764734;4740764672;1640908800;EUR
ACOMO N.V.;Consumer Defensive;Food Distribution;acomo.as;21.450000762939453;20.90 - 27.10;6530;0.0467;0.017094016486012453;1659052800;0.04198;23.442623;14.395973;0.915;1.49;0.75563;634832064;1656547200;EUR
ACTEOS;Technology;Software—Application;eos.pa;1.5700000524520874;1.26 - 2.80;808;N/A;0.0;N/A;-0.056739997;39.250004;N/A;0.04;N/A;1.743172;5237457;1640908800;EUR
ACTIA GROUP;Consumer Cyclical;Auto Parts;ati.pa;4.260000228881836;2.76 - 4.60;11431;N/A;0.011737088571266109;1600646400;-0.013780001;N/A;4.4375005;-0.63;0.96;1.918543;85548472;1640908800;EUR
ADC SIIC;Real Estate;REIT—Residential;aldv.pa;0.07599999755620956;0.06 - 0.12;13730;N/A;0.0;1411344000;-1.06264;1.0;N/A;0.076;N/A;0.820795;10243280;1640908800;EUR
ADEVINTA;Communication Services;Internet Content & Information;ade.ol;73.1500015258789;55.15 - 190.20;356732;N/A;0.0;N/A;0.04167;N/A;30.10288;-1.046;2.43;0.561541;89489514496;1648684800;NOK
ADOCIA;Healthcare;Biotechnology;adoc.pa;5.0;3.83 - 10.98;17290;N/A;0.0;N/A;0.0;N/A;-3.7593985;-3.345;-1.33;1.23287;35936300;1640908800;EUR
ADP;Industrials;Airports & Air Services;adp.pa;138.5500030517578;96.04 - 149.40;49001;N/A;0.008901720001208516;1591574400;0.02214;N/A;N/A;-11.815;N/A;1.260661;13708774400;1656547200;EUR
ADUX;Communication Services;Advertising Agencies;adux.pa;1.7799999713897705;1.70 - 2.70;601;N/A;0.0;1178064000;0.00985;N/A;N/A;-0.14;N/A;0.823191;11103996;1640908800;EUR
ADVINI;Consumer Defensive;Beverages—Wineries & Distilleries;advi.pa;23.399999618530273;16.10 - 24.00;430;0.024300002;0.0;1658880000;0.01439;122.513084;N/A;0.191;N/A;0.530905;89743448;1640908800;EUR
ADYEN;Technology;Software—Infrastructure;adyen.as;1577.199951171875;1,148.00 - 2,835.00;104366;N/A;0.0;N/A;0.07835;185.33488;283.66907;8.51;5.56;1.132648;48803930112;1640908800;EUR
AEDIFICA;Real Estate;REIT—Healthcare Facilities;aed.br;100.19999694824219;89.10 - 127.30;39904;0.0372;0.03069189381567758;1683849600;1.39315;23.050379;19.381044;4.347;5.17;0.624341;3614324224;1648684800;EUR
AEGON;Financial Services;Insurance—Diversified;agn.as;4.5289998054504395;3.59 - 5.43;8544017;0.0397;0.026495916351240642;1654128000;0.051859997;N/A;6.6602936;-0.089;0.68;1.495927;9100572672;1648684800;EUR
AELIS FARMA;Healthcare;Biotechnology;aelis.pa;10.880000114440918;10.86 - 14.48;124;N/A;0.0;N/A;0.05333;N/A;N/A;N/A;N/A;N/A;N/A;1640908800;EUR
AERKOMM INC;Technology;Communication Equipment;akom.pa;6.449999809265137;2.38 - 19.40;0;N/A;0.0;N/A;-2.34695;N/A;N/A;-0.794;N/A;1.449127;62158972;1648684800;EUR
AF GRUPPEN;Industrials;Engineering & Construction;afg.ol;165.0;154.40 - 207.00;11875;0.061100002;0.047474747474747475;1652659200;0.03528;17.799353;16.160627;9.27;10.21;0.520843;17590814720;1648684800;NOK
AFFLUENT MEDICAL;Healthcare;Medical Devices;afme.pa;3.1500000953674316;3.08 - 6.58;2282;N/A;0.0;N/A;0.0;N/A;N/A;-0.987;N/A;N/A;57024452;1640908800;EUR
AGEAS;Financial Services;Insurance—Diversified;ags.br;40.93000030517578;38.61 - 50.36;278897;0.1269;0.04316312371107566;1654041600;0.06691;6.7541256;7.6078067;6.06;5.38;0.803545;7599064064;1648684800;EUR
AGFA-GEVAERT;Industrials;Specialty Industrial Machinery;agfb.br;3.5199999809265137;2.92 - 4.59;86470;N/A;0.0;1287619200;-0.00895;0.9633278;35.2;3.654;0.1;0.713943;564984640;1648684800;EUR
KONINKLIJKE AHOLD DELHAIZE N.V.;Consumer Defensive;Grocery Stores;ad.as;28.104999542236328;24.02 - 31.40;2657226;0.0387;0.016129988995447653;1650326400;0.029070001;21.61923;13.194835;1.3;2.13;0.194058;28430174208;1648944000;EUR
AIB GROUP PLC;Financial Services;Banks—Regional;a5g.ir;2.119999885559082;1.73 - 2.75;1422399;N/A;0.0;1585180800;0.28765;N/A;16.307692;-0.3;0.13;2.248577;5754527744;1656547200;EUR
AIR FRANCE -KLM;Industrials;Airlines;af.pa;1.4535000324249268;1.07 - 4.85;10321916;N/A;0.0;1215993600;-0.026659999;N/A;-1.4831632;-16.56;-0.98;2.081935;932312704;1656547200;EUR
AIR LIQUIDE;Basic Materials;Specialty Chemicals;ai.pa;131.0;122.42 - 153.40;590947;0.0197;0.013867684478371502;1652659200;0.098809995;25.486382;22.782608;5.14;5.75;0.600383;62047629312;1656547200;EUR
AIRBUS SE;Industrials;Aerospace & Defense;air.pa;102.87999725341797;88.91 - 121.10;862232;0.0143;0.005832037480736483;1650326400;0.07421;N/A;20.45328;-0.38;5.03;1.867752;80847839232;1656547200;EUR
AIRTHINGS;Industrials;Electrical Equipment & Parts;airx.ol;4.960000038146973;3.25 - 12.40;477465;N/A;0.0;N/A;-0.26471;N/A;N/A;-0.3;N/A;N/A;850798720;1656547200;NOK
AJAX;Communication Services;Entertainment;ajax.as;14.149999618530273;11.60 - 15.70;3285;N/A;0.005889281666425159;1574121600;-0.26909;41.98813;11.991526;0.337;1.18;0.500718;259416192;1640908800;EUR
AKASTOR;Energy;Oil & Gas Equipment & Services;akast.ol;10.0;4.95 - 11.20;792096;N/A;0.0;1397174400;0.91907996;N/A;83.333336;-2.139;0.12;0.912793;2716099840;1656547200;NOK
AKER;Industrials;Conglomerates;aker.ol;779.0;605.33 - 919.00;42298;0.0401;0.03166075738125802;1650844800;0.4663;40.543354;29.676191;19.214;26.25;1.833253;57869803520;1640908800;NOK
AKER BIOMARINE ASA;Consumer Defensive;Packaged Foods;akbm.ol;51.5;39.70 - 56.40;30377;N/A;0.0;N/A;0.03878;N/A;-128.75;-1.427;-0.4;1.226004;4510684160;1656547200;NOK
AKER BP;Energy;Oil & Gas E&P;akrbp.ol;362.20001220703125;216.31 - 420.50;1295616;0.0509;0.029069813119300247;1660608000;0.16984;31.03419;15.072825;11.671;24.03;1.883564;130151866368;1656547200;NOK
AKER CARBON CAPTURE ASA;Industrials;Pollution & Treatment Controls;acc.ol;21.889999389648438;12.72 - 34.95;626811;N/A;0.0;N/A;-0.40418;N/A;-145.93332;-0.19;-0.15;N/A;13226856448;1656547200;NOK
AKER HORIZONS ASA;Financial Services;Asset Management;akh.ol;16.440000534057617;13.60 - 38.50;929507;N/A;0.0;N/A;0.0;N/A;N/A;N/A;N/A;N/A;10024059904;1656547200;NOK
AKER SOLUTIONS;Energy;Oil & Gas Equipment & Services;akso.ol;36.84000015258789;15.73 - 37.88;1000770;0.0067000003;0.0;1649376000;0.01731;N/A;35.423077;-3.13;1.04;2.286056;17867327488;1656547200;NOK
AKVA GROUP;Industrials;Farm & Heavy Construction Machinery;akva.ol;67.80000305175781;59.00 - 94.26;2052;0.0293;0.014749261872991517;1646265600;0.02338;24.762602;14.966887;2.738;4.53;0.872065;2462821632;1648684800;NOK
AKWEL;Consumer Cyclical;Auto Parts;akw.pa;18.020000457763672;15.02 - 25.00;2784;0.0255;0.011931187266278351;1654646400;0.05545;5.63125;N/A;3.2;N/A;1.583133;481764704;1640908800;EUR
AKZO NOBEL;Basic Materials;Specialty Chemicals;akza.as;65.12000274658203;60.16 - 104.66;466489;0.0301;0.021959458533270054;1650931200;0.059949998;16.91868;12.523078;3.849;5.2;0.954;12210000896;1656547200;EUR
ALAN ALLMAN ASSOCIATES;Industrials;Consulting Services;aaa.pa;11.399999618530273;6.10 - 21.80;1029;0.0044;0.020467836942209956;1656374400;0.0;N/A;N/A;N/A;N/A;N/A;487804832;N/A;EUR
ALBIOMA;Utilities;Utilities—Renewable;abio.pa;50.0;29.22 - 50.85;23904;0.0168;0.01;1654732800;0.089829996;28.089888;34.482758;1.78;1.45;0.506468;1579304960;1656547200;EUR
ALD;Industrials;Rental & Leasing Services;ald.pa;11.180000305175781;10.10 - 14.60;80407;0.0934;0.037567083053259044;1653955200;0.091450006;8.844936;N/A;1.264;N/A;1.170579;4506490368;1648684800;EUR
ALFEN;Industrials;Electrical Equipment & Parts;alfen.as;103.75;59.60 - 119.45;104445;N/A;0.0;N/A;0.08590999;182.01755;N/A;0.57;N/A;1.256576;2250814720;1640908800;EUR
ALLFUNDS GROUP PLC;Financial Services;Asset Management;allfg.as;7.960000038146973;6.52 - 18.44;359082;N/A;0.0;N/A;0.02624;N/A;N/A;0.0;N/A;N/A;5010230784;1656547200;EUR
Almunda Professional N.V.;Technology;Information Technology Services;amund.as;1.3200000524520874;1.11 - 1.50;419;0.0365;0.0;1655942400;0.094399996;16.500002;N/A;0.08;N/A;0.3977;15511189;1640908800;EUR
ALPES (COMPAGNIE);Consumer Cyclical;Leisure;cda.pa;17.1200008392334;11.54 - 18.88;39671;N/A;0.013629282820980373;1583798400;0.15137;N/A;10.439025;-4.257;1.64;1.588404;861822528;1648684800;EUR
ALSTOM;Industrials;Railroads;alo.pa;21.270000457763672;16.36 - 37.40;1232746;0.0107;0.003917881125522787;1658275200;-0.037550002;11.816668;N/A;1.8;N/A;0.769525;7942048256;1648684800;EUR
ALTAMIR;Financial Services;Asset Management;lta.pa;24.799999237060547;19.76 - 27.00;950;0.044499997;0.023521506099952353;1653436800;0.91613996;4.0722494;190.76923;6.09;0.13;0.688068;904780864;1640908800;EUR
ALTAREA;Real Estate;REIT—Residential;alta.pa;136.0;120.40 - 208.50;3526;0.0673;0.04534313725490196;1653868800;0.070489995;N/A;8.842652;-18.014;15.38;1.333013;2732960768;1640908800;EUR
ALTAREIT;Real Estate;Real Estate—Development;areit.pa;640.0;615.00 - 720.00;1;N/A;0.0;616377600;0.02822;16.12497;N/A;39.69;N/A;0.34068;1119008000;1656547200;EUR
ALTEN;Technology;Information Technology Services;ate.pa;123.0;96.45 - 163.30;22509;0.0099;0.002710027100271003;1656288000;0.07105;33.387623;28.082191;3.684;4.38;1.549592;4173094912;1640908800;EUR
ALTRI SGPS;Basic Materials;Paper & Paper Products;altr.ls;5.949999809265137;4.77 - 6.82;829048;0.0417;0.030812325917700525;1652745600;0.46835;35.0;12.142857;0.17;0.49;N/A;1220535424;1656547200;EUR
ALTUR INVESTISSEMENT;Financial Services;Asset Management;altur.pa;6.699999809265137;5.07 - 7.60;1085;0.1487;0.02437811014672968;1651104000;0.0;N/A;N/A;-0.588;N/A;0.586487;27869856;1609372800;EUR
ALUMEXX N.V.;Consumer Cyclical;Internet Retail;alx.as;0.7960000038146973;0.64 - 1.35;4143;N/A;0.0;N/A;0.049840003;99.49999;N/A;0.008;N/A;1.364159;8712618;1640908800;EUR
AMERICAN SHIPPING COMPANY;Industrials;Marine Shipping;amsc.ol;40.29999923706055;28.52 - 41.90;39901;0.105500005;0.05892225090870413;1653436800;0.2076;16.204262;13.0;2.487;3.1;0.52228;2442844928;1648684800;NOK
AMG ADVANCED METALLURGICAL GROU;Basic Materials;Other Industrial Metals & Mining;amg.as;27.1200008392334;21.40 - 42.32;164581;0.022;0.006145525866856051;1659312000;0.04343;N/A;13.56;-1.219;2.0;1.97125;856834752;1656547200;EUR
AMPLITUDE SURGICAL;Healthcare;Medical Instruments & Supplies;ampli.pa;3.0399999618530273;1.95 - 271.00;932;N/A;0.0;N/A;-0.1223;N/A;N/A;-0.512;N/A;0.63057;145826064;1640908800;EUR
AMUNDI;Financial Services;Asset Management;amun.pa;51.95000076293945;47.36 - 80.85;136086;0.0764;0.038498555738747504;1653264000;0.19481;10.346545;8.488563;5.021;6.12;1.322472;10488756224;1656547200;EUR
ANTIN INFRASTRUCTURE PARTNERS;Financial Services;Asset Management;antin.pa;26.020000457763672;21.14 - 35.92;34371;0.0075;0.0;1653523200;0.17912;1.122471;N/A;23.181;N/A;N/A;4477599744;1640908800;EUR
APERAM;Basic Materials;Steel;apam.as;29.110000610351562;24.80 - 55.54;194308;0.0631;0.05081300706468115;1660867200;0.16785;13.292237;4.0041265;2.19;7.27;2.109726;2267668992;1648684800;EUR
APTORUM GROUP CL A;Healthcare;Biotechnology;apm.pa;2.700000047683716;2.70 - 2.70;0;N/A;0.0;N/A;0.0;16.26506;N/A;0.166;N/A;0.026002;48544652;1640908800;EUR
ARAMIS GROUP;Consumer Cyclical;Auto & Truck Dealerships;arami.pa;4.24399995803833;3.74 - 20.80;68463;N/A;0.0;N/A;-0.02194;N/A;N/A;-1.998;N/A;N/A;305393152;1648684800;EUR
ARCADIS;Industrials;Engineering & Construction;arcad.as;32.779998779296875;30.84 - 47.82;72359;0.0195;0.01179581089279591;1652659200;0.0;136.58333;14.568889;0.24;2.25;N/A;2879224576;1656547200;EUR
ARCELORMITTAL SA;Basic Materials;Steel;mt.as;23.875;20.56 - 33.01;3549027;0.0155;0.007621375218150087;1652400000;0.1966;N/A;3.1373193;-0.533;7.61;2.144705;21760032768;1656547200;EUR
ARCHER;Energy;Oil & Gas Drilling;arch.ol;3.8299999237060547;2.75 - 5.38;327206;N/A;0.0;N/A;-0.008590001;N/A;N/A;-0.42;N/A;1.862961;569651200;1648684800;NOK
ARCTICZYMES TECHNOLOGIES;Healthcare;Biotechnology;azt.ol;75.05000305175781;64.10 - 100.00;130932;N/A;0.0;N/A;0.34484002;41.03335;57.29008;1.829;1.31;1.70436;3780373760;1648684800;NOK
ARENDALS FOSSEKOMPANI;Industrials;Conglomerates;afk.ol;312.0;277.00 - 505.85;2991;0.0113;0.038344017094017094;1652140800;0.02754;264.4068;N/A;1.18;N/A;0.796837;17124681728;1648684800;NOK
ARGAN;Real Estate;REIT—Industrial;arg.pa;95.5999984741211;86.50 - 121.80;7722;0.026099999;0.0139470016173093;1648771200;3.43655;7.641886;N/A;12.51;N/A;0.67034;2159212032;1656547200;EUR
ARGENX SE;Healthcare;Biotechnology;argx.br;379.70001220703125;224.10 - 403.90;75281;N/A;0.0;N/A;0.0;N/A;-23.209045;-11.648;-16.36;0.819357;19694811136;1656547200;EUR
ARKEMA;Basic Materials;Specialty Chemicals;ake.pa;86.58000183105469;82.34 - 134.95;134097;0.0325;0.018095017712331945;1653264000;0.09928001;21.863636;9.441658;3.96;9.17;1.337805;6403188224;1656547200;EUR
ARRIBATEC GROUP ASA;Technology;Information Technology Services;arr.ol;0.4440000057220459;0.42 - 1.69;1286286;N/A;0.0;1606176000;-0.15642999;N/A;44.4;-0.475;0.01;N/A;259696928;1648684800;NOK
ARTEA;Real Estate;Real Estate Services;arte.pa;19.899999618530273;13.50 - 25.00;25;0.015;0.005025125724469012;1657152000;0.120220006;11.923306;N/A;1.669;N/A;0.02252;98857232;1640908800;EUR
ARTMARKET.COM(EX ARTPRICE.COM);Communication Services;Publishing;prc.pa;7.349999904632568;5.15 - 23.00;9922;N/A;0.0;N/A;0.11974;48.039215;N/A;0.153;N/A;0.403449;48888672;1640908800;EUR
ARTOIS NOM.;Technology;Computer Hardware;arto.pa;4540.0;4,460.00 - 6,400.00;4;0.0075;0.004992657856093979;1654732800;0.14571999;33.075916;N/A;137.26;N/A;0.639674;1208547968;1640908800;EUR
ASCENCIO;Real Estate;REIT—Retail;asc.br;52.20000076293945;44.65 - 53.80;3365;0.0695;0.06928480103077699;1643846400;1.3139399;127.31708;11.863636;0.41;4.4;0.605654;344310176;1648684800;EUR
ASETEK;Technology;Computer Hardware;astk.ol;15.800000190734863;15.64 - 79.00;13832;N/A;0.0;1493164800;-0.055040002;3.8358827;N/A;4.119;N/A;1.5908;406060000;1648684800;NOK
ASM International N.V.;Technology;Semiconductor Equipment & Materials;asm.as;287.04998779296875;193.72 - 438.70;177277;0.0084;0.005225570680329923;1652832000;0.28328;42.369;24.703096;6.775;11.62;1.351221;13924593664;1656547200;EUR
ASML HOLDING;Technology;Semiconductor Equipment & Materials;asml.as;526.4000244140625;403.45 - 777.50;601777;0.0124;0.004400962308551098;1659571200;0.29282;48.976555;32.0;10.748;16.45;1.103018;213967912960;1656806400;EUR
ASR NEDERLAND;Financial Services;Insurance—Diversified;asrnl.as;40.33000183105469;32.88 - 46.29;292567;0.059499998;0.042978756623775836;1653609600;0.09696;10.246443;11.049315;3.936;3.65;1.166267;5472781312;1640908800;EUR
ASSYSTEM;Industrials;Engineering & Construction;asy.pa;36.79999923706055;29.80 - 44.00;2068;0.0272;0.018115942404566137;1657065600;0.07079;N/A;15.726496;-1.47;2.34;1.137997;544198400;1640908800;EUR
ATEA;Technology;Information Technology Services;atea.ol;112.4000015258789;95.50 - 179.13;41470;0.0446;0.03929418689242434;1651190400;0.02017;17.23662;13.724054;6.521;8.19;0.757067;12535072768;1656547200;NOK
ATEME;Technology;Communication Equipment;ateme.pa;12.5;8.59 - 14.90;2116;N/A;0.0;N/A;0.0144299995;N/A;32.894737;-0.025;0.38;0.712026;140253744;1640908800;EUR
ATENOR;Real Estate;Real Estate—Development;ateb.br;51.79999923706055;49.60 - 61.20;880;0.05;0.029827542266858593;1650931200;0.21864;12.95;N/A;4.0;N/A;0.473406;348376736;1640908800;EUR
ATLAND;Real Estate;REIT—Diversified;atld.pa;40.599998474121094;37.80 - 47.60;46;0.044;0.0;1657065600;0.10017;N/A;N/A;N/A;N/A;0.439386;N/A;1640908800;EUR
ATLANTIC SAPPHIRE;Consumer Defensive;Farm Products;asa.ol;19.979999542236328;17.85 - 79.50;158352;N/A;0.0;N/A;0.0;N/A;N/A;-6.16;N/A;1.29526;1819150976;1640908800;NOK
ATOS;Technology;Information Technology Services;ato.pa;10.279999732971191;9.56 - 47.16;843350;0.0392;0.02918288013547371;1620950400;-0.30388;2.0372572;1.0686071;5.046;9.62;1.662673;1136433408;1656547200;EUR
AUBAY;Technology;Information Technology Services;aub.pa;50.70000076293945;44.00 - 63.00;2315;0.0293;0.012689020190382233;1652400000;0.07312;25.73604;28.483147;1.97;1.78;1.451844;669062592;1640908800;EUR
AUGROS COSMETICS;Consumer Cyclical;Packaging & Containers;augr.pa;6.300000190734863;3.02 - 9.80;36;N/A;0.0;931478400;0.00242;N/A;N/A;-0.47;N/A;1.169621;8917902;1640908800;EUR
AUREA;Industrials;Waste Management;aure.pa;8.539999961853027;7.22 - 13.40;2011;0.019;0.0039032006419471455;1657065600;0.051170003;44.02062;37.130432;0.194;0.23;1.084331;81148616;1640908800;EUR
AURES TECHNOLOGIES;Industrials;Business Equipment & Supplies;aurs.pa;14.0;14.00 - 29.50;782;N/A;0.0;1562716800;0.02527;38.251366;7.5675673;0.366;1.85;1.256827;55001240;1640908800;EUR
AUSTEVOLL SEAFOOD;Consumer Defensive;Farm Products;auss.ol;117.0;95.95 - 150.80;228094;0.0379;0.017094017094017092;1653436800;0.071729995;47.794117;11.381323;2.448;10.28;0.619549;23613407232;1648684800;NOK
AUTOSTORE HOLDINGS LTD.;Technology;Software—Infrastructure;auto.ol;14.050000190734863;13.90 - 46.24;6537185;N/A;0.0;N/A;-0.03296;N/A;29.893618;-0.052;0.47;N/A;48170987520;1648684800;NOK
AVANCE GAS HOLDING;Energy;Oil & Gas Midstream;agas.ol;54.349998474121094;32.02 - 66.00;151970;0.052199997;0.01950322041875902;1654646400;0.17462999;5.906325;7.527701;9.202;7.22;1.625778;4162835200;1648684800;NOK
AVANTIUM;Basic Materials;Specialty Chemicals;avtx.as;3.450000047683716;2.86 - 6.20;357147;N/A;0.0;N/A;-2.23651;N/A;N/A;-0.882;N/A;1.110206;89397088;1640908800;EUR
AVENIR TELECOM;Technology;Communication Equipment;avt.pa;0.00839999970048666;0.01 - 0.14;33147446;N/A;0.0;1319155200;-0.01749;N/A;N/A;-0.023;N/A;0.946334;758633;1648684800;EUR
AWILCO DRILLING;Energy;Oil & Gas Drilling;awdr.ol;3.299999952316284;2.53 - 5.26;53743;N/A;0.0;1526947200;0.0;N/A;-15.0;-23.711;-0.22;2.038332;180118944;1648684800;NOK
AXA;Financial Services;Insurance—Diversified;cs.pa;23.799999237060547;20.33 - 29.09;4207884;0.0686;0.05028011365661131;1651795200;0.059699997;19.039999;6.938775;1.25;3.43;1.557738;56876523520;1640908800;EUR
AXACTOR ASA;Financial Services;Credit Services;acr.ol;6.829999923706055;5.05 - 9.85;554240;N/A;0.0;N/A;-0.11849;N/A;5.1353383;-1.171;1.33;2.008624;2063650304;1648684800;NOK
AXWAY SOFTWARE;Technology;Software—Application;axw.pa;20.700000762939453;15.15 - 30.00;1398;0.0211;0.006441223595124141;1654473600;0.03598;54.473686;9.452055;0.38;2.19;0.369429;440578816;1656547200;EUR
AZELIS GROUP NV;Basic Materials;Specialty Chemicals;aze.br;20.459999084472656;14.88 - 29.90;61086;0.0014;0.0;1655683200;0.02396;243.57143;N/A;0.084;N/A;N/A;N/A;1640908800;EUR
AZERION GROUP N.V.;Communication Services;Electronic Gaming & Multimedia;azrn.as;6.71999979019165;6.14 - 10.90;5156;N/A;0.0;N/A;-0.092259996;N/A;N/A;N/A;N/A;N/A;N/A;1648684800;EUR
B&S Group;Consumer Defensive;Food Distribution;bsgr.as;4.849999904632568;4.50 - 9.08;121593;0.0354;0.01580756044828724;1652918400;0.020580001;18.79845;N/A;0.258;N/A;1.903837;408259872;1640908800;EUR
B.C.P.-BCO COMERCIAL PORTUGUES;Financial Services;Banks—Regional;bcp.ls;0.14659999310970306;0.12 - 0.20;50076504;0.0061000003;0.0;1654041600;0.09721;14.66;7.33;0.01;0.02;N/A;2215668480;1656547200;EUR
B2HOLDING;Financial Services;Credit Services;b2h.ol;8.920000076293945;7.30 - 11.44;541900;0.045900002;0.008594917714229426;1653436800;0.20594999;11.893333;5.9072847;0.75;1.51;1.709631;3629458688;1648684800;NOK
BAINS MER MONACO;Consumer Cyclical;Resorts & Casinos;bain.pa;93.5999984741211;58.20 - 96.00;975;N/A;0.0;1411689600;0.14392;N/A;N/A;-3.321;N/A;0.396741;2294763008;1648684800;EUR
BAKKAFROST;Consumer Defensive;Farm Products;bakka.ol;605.0;507.40 - 797.00;61538;0.01;0.008920099173553719;1651449600;0.1597;57.48219;21.362995;10.525;28.32;0.438428;35739770880;1648684800;NOK
BALTA GROUP;Consumer Cyclical;Furnishings, Fixtures & Appliances;balta.br;1.5850000381469727;1.50 - 3.95;11894;N/A;0.0;1527638400;-0.46688;N/A;N/A;-0.35;N/A;2.416387;56970292;1640908800;EUR
BALYO;Industrials;Specialty Industrial Machinery;balyo.pa;0.734000027179718;0.70 - 1.53;56200;N/A;0.0;N/A;-0.088549994;N/A;N/A;-0.28;N/A;1.816962;24684128;1640908800;EUR
Koninklijke BAM Groep N.V.;Industrials;Engineering & Construction;bamnb.as;2.6760001182556152;2.06 - 3.45;1771954;N/A;0.0;1555977600;0.00248;N/A;4.8654547;-0.452;0.55;2.12458;731340160;1640908800;EUR
BANIMMO A;Real Estate;Real Estate—Development;bani.br;4.340000152587891;3.02 - 4.56;1812;N/A;0.0;1369699200;0.3044;N/A;N/A;-0.146;N/A;0.660757;48824568;1640908800;EUR
